DateTime,Latitude,Longitude,Electric Power System > Generator Set > 1 > Engine > Fuel Rate,Electric Power System > Generator Set > 1 > Engine > Load percentage,Electric Power System > Generator Set > 1 > Engine > Speed,Electric Power System > Generator Set > 1 > Engine > Torque percentage,Electric Power System > Generator Set > 2 > Engine > Fuel Rate,Electric Power System > Generator Set > 2 > Engine > Load percentage,Electric Power System > Generator Set > 2 > Engine > Speed,Electric Power System > Generator Set > 2 > Engine > Torque percentage,Electric Power System > Power Distribution Main AC > 1 > Microgrid > Power,Electric Power System > Power Distribution Main AC > 1 > Shore Connection > Power,Electric Power System > Power Distribution Main AC DC Shore Connection > 1 > Inverter > Power,Navigation and Communication > Navigation Data > Location Current > Speed Over Ground,Propulsion and Steering > Propulsion Main Electric > Port > Inverter > Power,Propulsion and Steering > Propulsion Main Electric > Starboard > Inverter > Power,Propulsion and Steering > Thruster Electric > Port Aft > Inverter > Power,Propulsion and Steering > Thruster Electric > Port Forward > Inverter > Power,Propulsion and Steering > Thruster Electric > Starboard Aft > Inverter > Power,Electric Power System > Energy Storage Main > 1 > Battery Space > Power,Electric Power System > Energy Storage Main > 1 > Battery Space > State of Charge
2026-01-26 01:00:00,60.49995,4.92846,,,,,,,,,,,,0.02,,,,,,19.23,
2026-01-26 01:01:00,60.49994,4.92847,,,,,,,,,,,,,,,,,,19.91,39.8
2026-01-26 01:02:00,60.49994,4.92847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,,,,0.0,23.24,
2026-01-26 01:03:00,60.49994,4.92846,,,,,,,,,,,,,,0.0,0.0,0.0,,26.02,39.7
2026-01-26 01:04:00,60.49994,4.92848,,,,,,,,,,,,0.0,,,,,,21.59,
2026-01-26 01:05:00,60.49993,4.92847,,,,,,,,,,,,0.03,,,,,,21.61,
2026-01-26 01:06:00,60.49993,4.92847,,,,,,,,,,,,0.05,,,,,,25.96,
2026-01-26 01:07:00,60.49993,4.92847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,,,,0.0,24.77,
2026-01-26 01:08:00,60.49994,4.92847,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,19.92,39.7
2026-01-26 01:09:00,60.49994,4.92846,,,,,,,,,,,,0.02,,,,,,20.37,39.5
2026-01-26 01:10:00,60.49994,4.92847,,,,,,,,,,,,0.03,,,,,,27.43,
2026-01-26 01:11:00,60.49994,4.92848,,,,,,,,,,,,0.02,,,,,,26.05,
2026-01-26 01:12:00,60.49993,4.92847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,23.21,39.4
2026-01-26 01:13:00,60.49994,4.92847,,,,,,,,,,,,0.03,,0.0,0.0,0.0,,22.11,
2026-01-26 01:14:00,60.49994,4.92847,,,,,,,,,,,,0.0,,,,,,22.31,39.3
2026-01-26 01:15:00,60.49994,4.92848,,,,,,,,,,,,0.02,,,,,,23.22,39.2
2026-01-26 01:16:00,60.49995,4.92847,,,,,,,,,,,,0.03,,,,,,21.58,
2026-01-26 01:17:00,60.49994,4.92846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,,,,0.0,19.6,
2026-01-26 01:18:00,60.49995,4.92847,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,23.55,
2026-01-26 01:19:00,60.49994,4.92848,,,,,,,,,,,,0.02,,,,,,28.49,
2026-01-26 01:20:00,60.49994,4.92847,,,,,,,,,,,,0.02,,,,,,28.18,39.1
2026-01-26 01:21:00,60.49995,4.92848,,,,,,,,,,,,0.02,,,,,,22.36,
2026-01-26 01:22:00,60.49994,4.92846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,,,,0.0,22.41,39.0
2026-01-26 01:23:00,60.49993,4.92845,,,,,,,,,,,,,,,,,,23.86,
2026-01-26 01:24:00,60.49994,4.92846,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,26.11,38.9
2026-01-26 01:25:00,60.49993,4.92847,,,,,,,,,,,,,,,,,,24.15,
2026-01-26 01:26:00,60.49994,4.92846,,,,,,,,,,,,0.03,,,,,,24.93,
2026-01-26 01:27:00,60.49995,4.92846,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,29.83,38.8
2026-01-26 01:28:00,60.49994,4.92846,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,27.69,
2026-01-26 01:29:00,60.49994,4.92846,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,19.11,38.7
2026-01-26 01:30:00,60.49995,4.92848,,,,,,,,,,,,0.02,,,,,,18.77,
2026-01-26 01:31:00,60.49993,4.92848,,,,,,,,,,,,0.02,,,,,,26.84,38.6
2026-01-26 01:32:00,60.49993,4.92847,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.02,0.0,,,,0.0,29.49,
2026-01-26 01:33:00,60.49995,4.92846,,,,,0.0,0.0,0.0,0.0,,,,0.03,,,,,,25.31,38.5
2026-01-26 01:34:00,60.49994,4.92845,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,23.54,
2026-01-26 01:35:00,60.49994,4.92848,,,,,,,,,,,,0.02,,,,,,25.55,38.4
2026-01-26 01:36:00,60.49994,4.92846,,,,,,,,,,,,,,,,,,27.02,
2026-01-26 01:37:00,60.49993,4.92848,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.03,0.0,,,,0.0,22.66,
2026-01-26 01:38:00,60.49994,4.92847,,,,,0.0,0.0,0.0,0.0,,,,0.02,,,,,,19.2,38.3
2026-01-26 01:39:00,60.49994,4.92846,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,24.95,
2026-01-26 01:40:00,60.49994,4.92847,,,,,,,,,,,,,,,,,,27.26,38.2
2026-01-26 01:41:00,60.49993,4.92846,,,,,,,,,,,,,,,,,,25.79,
2026-01-26 01:42:00,60.49994,4.92846,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.02,0.0,,,,0.0,21.79,
2026-01-26 01:43:00,60.49993,4.92848,,,,,0.0,0.0,0.0,0.0,,,,0.03,,,,,,22.16,38.1
2026-01-26 01:44:00,60.49993,4.92847,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,25.65,
2026-01-26 01:45:00,60.49994,4.92847,,,,,,,,,,,,0.02,,,,,,25.02,38.0
2026-01-26 01:46:00,60.49994,4.92847,,,,,,,,,,,,0.02,,,,,,23.26,
2026-01-26 01:47:00,60.49994,4.92847,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.02,0.0,,,,0.0,22.39,
2026-01-26 01:48:00,60.49994,4.92847,,,,,0.0,0.0,0.0,0.0,,,,0.02,,,,,,26.54,37.9
2026-01-26 01:49:00,60.49993,4.92848,,,,,,,,,,,,0.03,,0.0,0.0,0.0,,27.92,
2026-01-26 01:50:00,60.49993,4.92848,,,,,,,,,,,,0.0,,,,,,21.1,
2026-01-26 01:51:00,60.49993,4.92846,,,,,,,,,,,,0.02,,,,,,19.99,37.8
2026-01-26 01:52:00,60.49994,4.92847,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,26.6,
2026-01-26 01:53:00,60.49995,4.92848,,,,,0.0,0.0,0.0,0.0,,,,0.02,,,,,,28.37,37.7
2026-01-26 01:54:00,60.49993,4.92848,,,,,,,,,,,,,,0.0,0.0,0.0,,25.68,
2026-01-26 01:55:00,60.49994,4.92847,,,,,,,,,,,,0.02,,,,,,25.18,37.6
2026-01-26 01:56:00,60.49993,4.92848,,,,,,,,,,,,,,,,,,29.51,
2026-01-26 01:57:00,60.49993,4.92848,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.02,0.0,,,,0.0,27.01,37.5
2026-01-26 01:58:00,60.49994,4.92847,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,22.28,
2026-01-26 01:59:00,60.49993,4.92846,,,,,,,,,,,,,,0.0,0.0,0.0,,19.73,37.4
2026-01-26 02:00:00,60.49993,4.92848,,,,,,,,,,,,0.02,,,,,,24.62,
2026-01-26 02:01:00,60.49994,4.92848,,,,,,,,,,,,0.02,,,,,,28.24,
2026-01-26 02:02:00,60.49995,4.92847,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.03,0.0,,,,0.0,26.09,37.3
2026-01-26 02:03:00,60.49994,4.92847,,,,,0.0,0.0,0.0,0.0,,,,0.02,,,,,,22.4,
2026-01-26 02:04:00,60.49994,4.92848,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,20.86,37.2
2026-01-26 02:05:00,60.49993,4.92848,,,,,,,,,,,,0.02,,,,,,26.06,
2026-01-26 02:06:00,60.49992,4.92849,,,,,,,,,,,,0.02,,,,,,26.67,37.1
2026-01-26 02:07:00,60.49994,4.92846,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,,,,0.0,24.42,
2026-01-26 02:08:00,60.49994,4.92847,,,,,0.0,0.0,0.0,0.0,,,,0.02,,,,,,24.11,37.0
2026-01-26 02:09:00,60.49994,4.92846,,,,,,,,,,,,0.03,,0.0,0.0,0.0,,28.96,
2026-01-26 02:10:00,60.49994,4.92847,,,,,,,,,,,,0.02,,,,,,28.75,36.9
2026-01-26 02:11:00,60.49994,4.92847,,,,,,,,,,,,0.0,,,,,,20.5,
2026-01-26 02:12:00,60.49994,4.92845,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.02,0.0,,,,0.0,20.95,
2026-01-26 02:13:00,60.49994,4.92846,,,,,0.0,0.0,0.0,0.0,,,,0.02,,,,,,26.16,36.8
2026-01-26 02:14:00,60.49993,4.92847,,,,,,,,,,,,0.03,,0.0,0.0,0.0,,29.68,
2026-01-26 02:15:00,60.49993,4.92846,,,,,,,,,,,,0.02,,,,,,26.17,36.7
2026-01-26 02:16:00,60.49994,4.92847,,,,,,,,,,,,0.02,,,,,,26.38,
2026-01-26 02:17:00,60.49994,4.92847,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.02,0.0,,,,0.0,32.44,36.6
2026-01-26 02:18:00,60.49993,4.92848,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,30.61,
2026-01-26 02:19:00,60.49993,4.92848,,,,,,,,,,,,,,0.0,0.0,0.0,,24.05,36.5
2026-01-26 02:20:00,60.49993,4.92846,,,,,,,,,,,,0.02,,,,,,23.51,
2026-01-26 02:21:00,60.49994,4.92846,,,,,,,,,,,,0.03,,,,,,26.66,36.4
2026-01-26 02:22:00,60.49993,4.92848,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,29.21,
2026-01-26 02:23:00,60.49994,4.92847,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,25.44,36.3
2026-01-26 02:24:00,60.49994,4.92846,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,22.64,
2026-01-26 02:25:00,60.49993,4.92847,,,,,,,,,,,,0.0,,,,,,23.51,36.2
2026-01-26 02:26:00,60.49993,4.92849,,,,,,,,,,,,0.02,,,,,,24.98,
2026-01-26 02:27:00,60.49994,4.9285,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,,,,0.0,23.65,36.1
2026-01-26 02:28:00,60.49993,4.92848,,,,,0.0,0.0,0.0,0.0,,,,0.02,,,,,,21.26,
2026-01-26 02:29:00,60.49993,4.92847,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,23.24,
2026-01-26 02:30:00,60.49992,4.92848,,,,,,,,,,,,0.02,,,,,,28.81,
2026-01-26 02:31:00,60.49993,4.92849,,,,,,,,,,,,0.03,,,,,,27.83,36.0
2026-01-26 02:32:00,60.49993,4.92848,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.02,0.0,,,,0.0,23.7,
2026-01-26 02:33:00,60.49994,4.92847,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,,22.12,35.9
2026-01-26 02:34:00,60.49993,4.92848,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,26.99,
2026-01-26 02:35:00,60.49994,4.92847,,,,,,,,,,,,,,,,,,26.59,
2026-01-26 02:36:00,60.49994,4.92847,,,,,,,,,,,,,,,,,,25.86,35.8
2026-01-26 02:37:00,60.49993,4.92849,0.0,0.0,0.0,0.0,,,,,,0.0,,0.02,0.0,,,,,25.7,
2026-01-26 02:38:00,60.49994,4.92848,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.02,,,,,0.0,31.86,35.7
2026-01-26 02:39:00,60.49992,4.92848,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,32.41,
2026-01-26 02:40:00,60.49993,4.92847,,,,,,,,,,,,0.02,,,,,,24.49,35.6
2026-01-26 02:41:00,60.49992,4.92849,,,,,,,,,,,,0.02,,,,,,21.6,
2026-01-26 02:42:00,60.49991,4.92848,,,,,,,,,,0.0,,0.02,0.0,,,,,24.81,
2026-01-26 02:43:00,60.49992,4.92848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,29.81,35.5
2026-01-26 02:44:00,60.49993,4.92847,,,,,,,,,,,,0.03,,0.0,0.0,0.0,,26.7,35.4
2026-01-26 02:45:00,60.49994,4.92847,,,,,,,,,,,,0.02,,,,,,22.53,
2026-01-26 02:46:00,60.49992,4.92849,,,,,,,,,,,,0.02,,,,,,24.66,
2026-01-26 02:47:00,60.49993,4.92849,,,,,,,,,,0.0,,0.02,0.0,,,,,24.17,35.3
2026-01-26 02:48:00,60.49993,4.92849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.02,,,,,0.0,24.32,
2026-01-26 02:49:00,60.49992,4.92849,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,20.75,
2026-01-26 02:50:00,60.49992,4.92848,,,,,,,,,,,,0.03,,,,,,24.55,
2026-01-26 02:51:00,60.49992,4.92847,,,,,,,,,,,,0.02,,,,,,28.74,35.2
2026-01-26 02:52:00,60.49993,4.92847,,,,,,,,,,0.0,,0.02,0.0,,,,,26.02,
2026-01-26 02:53:00,60.49994,4.92846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.02,,,,,0.0,20.38,35.1
2026-01-26 02:54:00,60.49993,4.92848,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,19.41,
2026-01-26 02:55:00,60.49992,4.92849,,,,,,,,,,,,,,,,,,24.09,
2026-01-26 02:56:00,60.49993,4.92846,,,,,,,,,,,,,,,,,,23.23,35.0
2026-01-26 02:57:00,60.49992,4.92846,,,,,,,,,,0.0,,0.02,0.0,,,,,22.1,
2026-01-26 02:58:00,60.49993,4.92847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,22.26,
2026-01-26 02:59:00,60.49992,4.92848,,,,,,,,,,,,,,0.0,0.0,0.0,,26.93,
2026-01-26 03:00:00,60.49992,4.92848,,,,,,,,,,,,0.02,,,,,,29.37,34.9
2026-01-26 03:01:00,60.49993,4.92848,,,,,,,,,,,,0.0,,,,,,22.68,
2026-01-26 03:02:00,60.49992,4.92849,,,,,,,,,,0.0,,0.03,,,,,,19.79,34.8
2026-01-26 03:03:00,60.49992,4.92848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,23.26,
2026-01-26 03:04:00,60.49992,4.92848,,,,,,,,,,,,0.03,,0.0,0.0,0.0,,26.89,34.7
2026-01-26 03:05:00,60.49994,4.92848,,,,,,,,,,,,0.02,,,,,,25.84,
2026-01-26 03:06:00,60.49993,4.92849,,,,,,,,,,,,0.02,,,,,,23.06,34.6
2026-01-26 03:07:00,60.49992,4.92847,,,,,,,,,,0.0,,0.03,,,,,,25.18,
2026-01-26 03:08:00,60.49993,4.92847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.02,0.0,,,,0.0,25.4,34.5
2026-01-26 03:09:00,60.49994,4.92847,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,24.3,
2026-01-26 03:10:00,60.49993,4.92845,,,,,,,,,,,,0.02,,,,,,18.6,
2026-01-26 03:11:00,60.49993,4.92848,,,,,,,,,,,,0.02,,,,,,25.87,
2026-01-26 03:12:00,60.49993,4.92848,,,,,,,,,,0.0,,,,,,,,28.73,34.4
2026-01-26 03:13:00,60.49993,4.92846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.02,0.0,,,,0.0,29.3,
2026-01-26 03:14:00,60.49992,4.92847,,,,,,,,,,,,0.03,,0.0,0.0,0.0,,21.87,34.3
2026-01-26 03:15:00,60.49993,4.92848,,,,,,,,,,,,0.02,,,,,,19.15,
2026-01-26 03:16:00,60.49992,4.92848,,,,,,,,,,,,0.02,,,,,,23.09,
2026-01-26 03:17:00,60.49993,4.9285,,,,,,,,,,0.0,,0.02,,,,,,24.31,34.2
2026-01-26 03:18:00,60.49992,4.9285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.02,0.0,,,,0.0,20.95,
2026-01-26 03:19:00,60.49993,4.92847,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,22.76,
2026-01-26 03:20:00,60.49993,4.92847,,,,,,,,,,,,0.03,,,,,,26.76,34.1
2026-01-26 03:21:00,60.49992,4.92848,,,,,,,,,,,,0.0,,,,,,27.45,
2026-01-26 03:22:00,60.49993,4.92848,,,,,,,,,,,,,,,,,,23.41,
2026-01-26 03:23:00,60.49993,4.92846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,,,,0.0,21.59,34.0
2026-01-26 03:24:00,60.49992,4.92848,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,24.07,
2026-01-26 03:25:00,60.49993,4.92848,,,,,,,,,,,,0.03,,,,,,28.14,33.9
2026-01-26 03:26:00,60.49993,4.92848,,,,,,,,,,,,0.0,,,,,,25.98,
2026-01-26 03:27:00,60.49993,4.92849,,,,,,,,,,,,0.03,,,,,,25.17,33.8
2026-01-26 03:28:00,60.49993,4.92849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,,,,0.0,27.83,
2026-01-26 03:29:00,60.49992,4.92847,,,,,,,,,,,,0.02,,,,,,29.78,33.7
2026-01-26 03:30:00,60.49992,4.92847,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,26.81,
2026-01-26 03:31:00,60.49993,4.92848,,,,,,,,,,,,0.0,,,,,,23.27,33.6
2026-01-26 03:32:00,60.49994,4.92846,,,,,,,,,,,,,,,,,,24.79,
2026-01-26 03:33:00,60.49993,4.92848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,,,,0.0,29.75,33.5
2026-01-26 03:34:00,60.49993,4.92849,,,,,,,,,,,,0.02,,,,,,30.27,
2026-01-26 03:35:00,60.49992,4.92849,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,26.12,33.4
2026-01-26 03:36:00,60.49992,4.92849,,,,,,,,,,,,,,,,,,22.74,
2026-01-26 03:37:00,60.49994,4.92848,,,,,,,,,,,,0.03,,,,,,26.48,33.3
2026-01-26 03:38:00,60.49994,4.92847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,,,,0.0,25.44,
2026-01-26 03:39:00,60.49994,4.92848,,,,,,,,,,,,0.0,,,,,,21.67,33.2
2026-01-26 03:40:00,60.49993,4.92849,,,,,,,,,,,,,,0.0,0.0,0.0,,23.65,
2026-01-26 03:41:00,60.49993,4.92846,,,,,,,,,,,,0.03,,,,,,27.97,
2026-01-26 03:42:00,60.49993,4.92847,,,,,,,,,,,,0.02,,,,,,28.84,33.1
2026-01-26 03:43:00,60.49993,4.92847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,,,,0.0,23.82,
2026-01-26 03:44:00,60.49994,4.92847,,,,,,,,,,,,0.02,,,,,,20.73,33.0
2026-01-26 03:45:00,60.49994,4.92847,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,24.32,
2026-01-26 03:46:00,60.49994,4.92849,,,,,,,,,,,,0.03,,,,,,27.56,32.9
2026-01-26 03:47:00,60.49994,4.92848,,,,,,,,,,,,0.0,,,,,,28.54,
2026-01-26 03:48:00,60.49994,4.92849,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.02,0.0,,,,0.0,25.27,32.8
2026-01-26 03:49:00,60.49993,4.92848,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,27.46,
2026-01-26 03:50:00,60.49994,4.92847,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,29.98,32.7
2026-01-26 03:51:00,60.49994,4.92848,,,,,,,,,,,,,,,,,,27.69,
2026-01-26 03:52:00,60.49994,4.92848,,,,,,,,,,,,0.02,,,,,,23.39,32.6
2026-01-26 03:53:00,60.49994,4.92849,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.02,0.0,,,,0.0,22.67,
2026-01-26 03:54:00,60.49994,4.92846,,,,,0.0,0.0,0.0,0.0,,,,0.02,,,,,,29.12,32.5
2026-01-26 03:55:00,60.49994,4.92847,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,28.27,
2026-01-26 03:56:00,60.49994,4.92847,,,,,,,,,,,,0.03,,,,,,23.3,32.4
2026-01-26 03:57:00,60.49993,4.92848,,,,,,,,,,,,0.02,,,,,,22.93,
2026-01-26 03:58:00,60.49994,4.92847,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.02,0.0,,,,0.0,24.56,32.3
2026-01-26 03:59:00,60.49994,4.92847,,,,,0.0,0.0,0.0,0.0,,,,0.02,,,,,,25.66,
2026-01-26 04:00:00,,,,,,,,,,,,,,,,,,,,25.0,
2026-01-26 04:02:00,60.49992,4.92848,,,,,,,,,,,,0.02,,,,,,28.47,
2026-01-26 04:03:00,60.49994,4.92847,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.03,0.0,,,,0.0,27.32,
2026-01-26 04:04:00,60.49993,4.92848,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,,23.61,32.1
2026-01-26 04:05:00,60.49993,4.92847,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,19.63,
2026-01-26 04:06:00,60.49994,4.92847,,,,,,,,,,,,0.02,,,,,,21.95,32.0
2026-01-26 04:07:00,60.49993,4.92848,,,,,,,,,,,,0.03,,,,,,23.88,
2026-01-26 04:08:00,60.49993,4.92847,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.02,0.0,,,,0.0,21.9,
2026-01-26 04:09:00,60.49994,4.92846,,,,,0.0,0.0,0.0,0.0,,,,0.02,,,,,,22.04,31.9
2026-01-26 04:10:00,60.49994,4.92847,,,,,,,,,,,,,,0.0,0.0,0.0,,25.58,
2026-01-26 04:11:00,60.49994,4.92848,,,,,,,,,,,,0.02,,,,,,30.99,
2026-01-26 04:12:00,60.49993,4.92847,,,,,,,,,,,,0.03,,,,,,27.41,31.8
2026-01-26 04:13:00,60.49993,4.92848,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,24.61,
2026-01-26 04:14:00,60.49994,4.92848,,,,,0.0,0.0,0.0,0.0,,,,0.02,,,,,,25.08,31.7
2026-01-26 04:15:00,60.49994,4.92847,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,28.84,
2026-01-26 04:16:00,60.49994,4.92846,,,,,,,,,,,,0.02,,,,,,29.24,31.6
2026-01-26 04:17:00,60.49994,4.92847,,,,,,,,,,,,0.02,,,,,,24.04,
2026-01-26 04:18:00,60.49993,4.92847,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.02,0.0,,,,0.0,24.47,31.5
2026-01-26 04:19:00,60.49993,4.92848,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,25.99,
2026-01-26 04:20:00,60.49994,4.92848,,,,,,,,,,,,0.03,,0.0,0.0,0.0,,24.43,31.4
2026-01-26 04:21:00,60.49994,4.92846,,,,,,,,,,,,0.02,,,,,,19.7,
2026-01-26 04:22:00,60.49994,4.92847,,,,,,,,,,,,0.0,,,,,,25.78,31.3
2026-01-26 04:23:00,60.49994,4.92846,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,,,,0.0,32.58,
2026-01-26 04:24:00,60.49994,4.92849,,,,,0.0,0.0,0.0,0.0,,,,0.02,,,,,,33.51,31.2
2026-01-26 04:25:00,60.49994,4.92847,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,29.82,
2026-01-26 04:26:00,60.49994,4.92848,,,,,,,,,,,,,,,,,,23.62,31.1
2026-01-26 04:27:00,60.49994,4.92848,,,,,,,,,,,,,,,,,,26.61,
2026-01-26 04:28:00,60.49993,4.92847,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,,,,0.0,26.54,31.0
2026-01-26 04:29:00,60.49993,4.92847,,,,,0.0,0.0,0.0,0.0,,,,0.02,,,,,,24.44,
2026-01-26 04:30:00,60.49993,4.92848,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,23.96,30.9
2026-01-26 04:31:00,60.49993,4.92848,,,,,,,,,,,,0.02,,,,,,27.07,
2026-01-26 04:32:00,60.49994,4.92848,,,,,,,,,,,,0.02,,,,,,30.31,30.8
2026-01-26 04:33:00,60.49994,4.92848,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.02,0.0,,,,0.0,28.13,
2026-01-26 04:34:00,60.49994,4.92846,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,25.21,30.7
2026-01-26 04:35:00,60.49994,4.92848,,,,,,,,,,,,,,0.0,0.0,0.0,,26.97,
2026-01-26 04:36:00,60.49994,4.92847,,,,,,,,,,,,,,,,,,32.58,30.6
2026-01-26 04:37:00,60.49994,4.92848,,,,,,,,,,,,0.03,,,,,,30.03,
2026-01-26 04:38:00,60.49994,4.92848,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,22.77,30.5
2026-01-26 04:39:00,60.49994,4.92847,,,,,0.0,0.0,0.0,0.0,,,,0.02,,,,,,23.84,
2026-01-26 04:40:00,60.49994,4.92846,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,25.72,30.4
2026-01-26 04:41:00,60.49993,4.92847,,,,,,,,,,,,0.03,,,,,,24.33,
2026-01-26 04:42:00,60.49995,4.92847,,,,,,,,,,,,0.0,,,,,,18.73,
2026-01-26 04:43:00,60.49994,4.92848,0.0,0.0,0.0,0.0,,,,,,0.0,,0.02,0.0,,,,,20.31,30.3
2026-01-26 04:44:00,60.49994,4.92848,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.02,,,,,0.0,27.67,
2026-01-26 04:45:00,60.49995,4.92847,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,28.52,
2026-01-26 04:46:00,60.49994,4.92847,,,,,,,,,,,,0.02,,,,,,25.29,30.2
2026-01-26 04:47:00,60.49993,4.92847,,,,,,,,,,,,0.03,,,,,,21.27,
2026-01-26 04:48:00,60.49994,4.92848,,,,,,,,,,0.0,,0.02,0.0,,,,,25.11,30.1
2026-01-26 04:49:00,60.49994,4.9285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,26.38,
2026-01-26 04:50:00,60.49994,4.92845,,,,,,,,,,,,0.02,,0.0,0.0,0.0,,23.44,30.0
